2023,5,9,-0.497958333
2023,5,10,-0.513666667
2023,5,11,-0.408916667
2023,5,12,-0.373416667
2023,5,13,-0.398375
2023,5,14,-0.422
2023,5,15,-0.443125
2023,5,16,-0.447333333
2023,5,17,-0.496583333
2023,5,18,-0.483625
2023,5,19,-0.598375
2023,5,20,-0.695875
2023,5,21,-0.604541667
2023,5,22,-0.381
2023,5,23,-0.3135
2023,5,24,-0.216916667
2023,5,25,-0.051
2023,5,26,0.080208333
2023,5,27,0.099875
2023,5,28,0.068
2023,5,29,0.244
2023,5,30,0.215166667
2023,5,31,0.076083333
2023,6,1,-0.076583333
2023,6,2,-0.108125
2023,6,3,0.096125
2023,6,4,0.165291667
2023,6,5,0.119666667
2023,6,6,0.043666667
2023,6,7,0.159083333
2023,6,8,0.066583333
2023,6,9,-0.064041667
2023,6,10,-0.155625
2023,6,11,-0.262458333
2023,6,12,-0.320166667
2023,6,13,-0.365416667
2023,6,14,-0.432083333
2023,6,15,-0.39
2023,6,16,-0.521583333
2023,6,17,-0.586166667
2023,6,18,-0.65275
2023,6,19,-0.575166667
2023,6,20,-0.493166667
2023,6,21,-0.500666667
2023,6,22,-0.4895
2023,6,23,-0.428041667
2023,6,24,-0.434208333
2023,6,25,-0.344333333
2023,6,26,-0.361291667
2023,6,27,-0.342875
2023,6,28,-0.378833333
2023,6,29,-0.318791667
2023,6,30,-0.400791667
2023,7,1,-0.512625
2023,7,2,-0.592583333
2023,7,3,-0.561125
2023,7,4,-0.569666667
2023,7,5,-0.613208333
2023,7,6,-0.581458333
2023,7,7,-0.536666667
2023,7,8,-0.477083333
2023,7,9,-0.336541667
2023,7,10,-0.2865
2023,7,11,-0.419416667
2023,7,12,-0.376875
2023,7,13,-0.306083333
2023,7,14,-0.347
2023,7,15,-0.301
2023,7,16,-0.579208333
2023,7,17,-0.730666667
2023,7,18,-0.695875
2023,7,19,-0.748041667
2023,7,20,-0.762458333
2023,7,21,-0.619833333
2023,7,22,-0.583625
2023,7,23,-0.584333333
2023,7,24,-0.718
2023,7,25,-0.693
2023,7,26,-0.696
2023,7,27,-0.703875
2023,7,28,-0.748958333
2023,7,29,-0.796416667
2023,7,30,-0.660708333
2023,7,31,-0.568083333
2023,8,1,-0.694875
2023,8,2,-0.581375
2023,8,3,-0.416125
2023,8,4,-0.218333333
2023,8,5,-0.195833333
2023,8,6,-0.319208333
2023,8,7,-0.580458333
2023,8,8,-0.669125
2023,8,9,-0.791958333
2023,8,10,-0.832625
2023,8,11,-0.77675
2023,8,12,-0.731
2023,8,13,-0.736583333
2023,8,14,-0.7345
2023,8,15,-0.547375
2023,8,16,-0.488
2023,8,17,-0.467791667
2023,8,18,-0.520416667
2023,8,19,-0.344125
2023,8,20,-0.318
2023,8,21,-0.2215
2023,8,22,-0.19675
2023,8,23,-0.199
2023,8,24,-0.04525
2023,8,25,-0.044041667
2023,8,26,0.017916667
2023,8,27,0.075375
2023,8,28,0.027166667
2023,8,29,-0.109125
2023,8,30,-0.345958333
2023,8,31,-0.5385
2023,9,1,-0.505083333
2023,9,2,-0.524708333
2023,9,3,-0.362875
2023,9,4,-0.161041667
2023,9,5,-0.099625
2023,9,6,-0.220208333
2023,9,7,-0.178916667
2023,9,8,-0.336125
2023,9,9,-0.40625
2023,9,10,-0.406041667
2023,9,11,-0.449791667
2023,9,12,-0.345333333
2023,9,13,-0.267
2023,9,14,-0.124291667
2023,9,15,-0.151291667
2023,9,16,-0.200791667
2023,9,17,-0.165958333
2023,9,18,-0.155916667
2023,9,19,-0.149958333
2023,9,20,-0.054
2023,9,21,-0.047333333
2023,9,22,0.075125
2023,9,23,0.279
2023,9,24,0.231041667
2023,9,25,0.268833333
2023,9,26,0.223375
2023,9,27,0.284583333
2023,9,28,0.347375
2023,9,29,0.332333333
2023,9,30,0.12165
